cod_pedido,regiao_pais,produto,valor,quantidade,valor_total_bruto,data,estado,formapagto,centro_distribuicao,responsavelpedido,valor_comissao,lucro_liquido,categoriaprod
137905,Norte,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"42,56",45.0,"1915,2",10/3/2021,Amapá,Dinheiro,Rapid Pink,Maria Linda,"57,6",576,Petisco
137936,Centro Oeste,Meias esportivas para caes para ambientes internos e externos,"42,56",45.0,"1915,2",4/3/2021,Goiás,Cartao Débito,Graos Blue,Maria Clara,"57,6",576,Acessório
137998,Sudeste,Bandana Disney Mickey Fábrica Petti ,"13,3",45.0,"598,5",5/7/2021,Minas Gerais,Boleto Bancário,Papa Léguas,Monique,9,315,Acessório
138007,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",24/07/2021,Rondônia,Pix,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
138009,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",30/01/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
138013,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",17/11/2021,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
138014,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",10/3/2021,Distrito Federal,Dinheiro,Graos Blue,Lucia,"2,24","44,8",Alimentacao
138019,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",30/06/2021,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
138021,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",31/08/2021,Piauí,Cartao Débito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
138022,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",6/11/2021,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
138025,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",7/10/2021,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
138026,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",26/07/2021,Paraná,Pix,Tree True,Beatriz,"1,28","25,6",Alimentacao
138037,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",29/03/2021,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"1,52","30,4",Brinquedo
138044,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",21/07/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Brinquedo
138046,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",28/11/2021,Piauí,Cartao Crédito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
138053,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",16/01/2021,Rio Grande do Sul,Pix,Tree True,Vivian,"1,6",32,Brinquedo
138060,Norte,Cama média almofadada Pity,"82,46",45.0,"3710,7",19/05/2021,Amazonas,Cartao Crédito,Rapid Pink,Silvia,"27,9",1674,Acessório
138068,Nordeste,Cama média almofadada Pity,"81,13",5.0,"405,65",20/12/2021,Maranhao,Cartao Débito,Gold Beach,Clarice,"3,05",183,Acessório
138122,Sudeste,Mordedor de Corda Bola,"15,96",45.0,"718,2",14/10/2021,Sao Paulo,Dinheiro,Papa Léguas,Miriam,"16,2",324,Brinquedo
138184,Norte,Vitamina E Granulado BigForce,"102,41",45.0,"4608,45",5/3/2021,Roraima,Pix,Rapid Pink,Adriana,"138,6","1905,75",Medicamento
138204,Norte,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"380,38",5.0,"1901,9",10/10/2021,Acre,Cartao Crédito,Rapid Pink,Carlos,"57,2","786,5",Medicamento
138246,Sudeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"42,56",45.0,"1915,2",4/5/2021,Piauí,Pix,Gold Beach,Cristian,"43,2",792,Medicamento
138292,Nordeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"39,9",5.0,"199,5",20/12/2021,Ceará,Dinheiro,Gold Beach,Neide,"1,5",120,Higiene e Limpeza
138300,Sudeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",5.0,"206,15",10/10/2021,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"1,55",124,Higiene e Limpeza
138308,Norte,Kit Banho e Tosa com Escova PetShop Caopeon,"90,44",45.0,"4069,8",22/11/2021,Tocantins,Cartao Crédito,Rapid Pink,Dolores,153,2448,Higiene e Limpeza
138356,Norte,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1010,8",5.0,5054,12/2/2021,Pará,Cartao Crédito,Rapid Pink,Julia,266,1140,Bebedouros e Comedouros
138370,Nordeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1037,4",45.0,46683,21/03/2021,Pernambuco,Dinheiro,Gold Beach,Claudio,2457,10530,Bebedouros e Comedouros
138417,Nordeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","121,03",5.0,"605,15",13/02/2021,Ceará,Cartao Crédito,Gold Beach,Neide,"9,1","227,5",Alimentacao
138432,Norte,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"53,2",45.0,2394,30/12/2021,Rondônia,Pix,Rapid Pink,Yuri,36,900,Alimentacao
138494,Nordeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"6,65",45.0,"299,25",30/06/2021,Paraíba,Cartao Crédito,Gold Beach,Cristina,"6,75","67,5",Petisco
138543,Nordeste,Meias esportivas para caes para ambientes internos e externos,"42,56",5.0,"212,8",10/10/2021,Maranhao,Cartao Crédito,Gold Beach,Clarice,"6,4",64,Acessório
138556,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,"122,36",45.0,"5506,2",6/1/2021,Pará,Cartao Débito,Rapid Pink,Julia,207,2484,Acessório
138606,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",7/7/2021,Pará,Cartao Débito,Rapid Pink,Julia,"1,76","35,2",Alimentacao
138607,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",20/02/2021,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
138609,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",27/02/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
138613,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",9/6/2021,Mato Grosso do  Sul,Boleto Bancário,Graos Blue,Ligia,"2,08","41,6",Alimentacao
138614,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",20/11/2021,Distrito Federal,Pix,Graos Blue,Lucia,"2,24","44,8",Alimentacao
138618,Nordeste,Biscoito  True Champion 300g,"26,6",45.0,1197,1/7/2021,Maranhao,Cartao Débito,Gold Beach,Clarice,18,360,Alimentacao
138619,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",8/2/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Alimentacao
138621,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",17/03/2021,Piauí,Boleto Bancário,Gold Beach,Cristian,"1,84","36,8",Alimentacao
138625,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",16/07/2021,Espírito Santo,Pix,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
138626,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",23/09/2021,Paraná,Pix,Tree True,Beatriz,"1,28","25,6",Alimentacao
138627,Sul,Biscoito  True Champion 300g,"21,28",5.0,"106,4",13/02/2021,Santa  Catarina,Dinheiro,Tree True,Vitória,"1,6",32,Alimentacao
138637,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",23/03/2021,Mato Grosso,Dinheiro,Graos Blue,Andressa,"1,52","30,4",Brinquedo
138644,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",19/11/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Brinquedo
138646,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",15/10/2021,Piauí,Dinheiro,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
138653,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",17/05/2021,Rio Grande do Sul,Cartao Crédito,Tree True,Vivian,"1,6",32,Brinquedo
138677,Sul,Cama média almofadada Pity,"70,49",5.0,"352,45",17/02/2021,Santa  Catarina,Cartao Débito,Tree True,Vitória,"2,65",159,Acessório
138680,Norte,Penas Gatito,"22,61",5.0,"113,05",20/12/2021,Amapá,Boleto Bancário,Rapid Pink,Maria Linda,"0,85","61,2",Brinquedo
138710,Norte,Mordedor de Corda Bola,"17,29",5.0,"86,45",12/2/2021,Amazonas,Pix,Rapid Pink,Silvia,"1,95",39,Brinquedo
138711,Centro Oeste,Mordedor de Corda Bola,"14,63",45.0,"658,35",20/06/2021,Goiás,Dinheiro,Graos Blue,Maria Clara,"14,85",297,Brinquedo
138758,Norte,Roupa para Cao Billaboard,"41,23",5.0,"206,15",20/12/2021,Tocantins,Dinheiro,Rapid Pink,Dolores,"4,65","85,25",Acessório
138773,Sudeste,Roupa para Cao Billaboard,"54,53",45.0,"2453,85",25/02/2021,Minas Gerais,Pix,Papa Léguas,Monique,"73,8","1014,75",Acessório
138788,Centro Oeste,Vitamina E Granulado BigForce,"82,46",5.0,"412,3",12/2/2021,Mato Grosso do  Sul,Pix,Graos Blue,Ligia,"12,4","170,5",Medicamento
138804,Norte,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"376,39",5.0,"1881,95",20/12/2021,Acre,Cartao Crédito,Rapid Pink,Carlos,"56,6","778,25",Medicamento
138835,Norte,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"41,23",45.0,"1855,35",9/2/2021,Amazonas,Cartao Débito,Rapid Pink,Silvia,"41,85","767,25",Medicamento
138857,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,"27,93",5.0,"139,65",21/12/2021,Rondônia,Cartao Débito,Rapid Pink,Yuri,"3,15",84,Higiene e Limpeza
138883,Norte,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"38,57",5.0,"192,85",10/10/2021,Tocantins,Dinheiro,Rapid Pink,Dolores,"1,45",116,Higiene e Limpeza
138892,Nordeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"38,57",5.0,"192,85",13/02/2021,Ceará,Boleto Bancário,Gold Beach,Neide,"1,45",116,Higiene e Limpeza
138897,Sudeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",45.0,"1855,35",28/08/2021,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"13,95",1116,Higiene e Limpeza
138951,Sul,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"50,54",5.0,"252,7",20/12/2021,Paraná,Pix,Tree True,Beatriz,"5,7",95,Bebedouros e Comedouros
138959,Norte,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1102,57",45.0,"49615,65",11/8/2021,Roraima,Pix,Rapid Pink,Adriana,"2611,35","11191,5",Bebedouros e Comedouros
139013,Centro Oeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","125,02",5.0,"625,1",12/2/2021,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"9,4",235,Alimentacao
139021,Sudeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","134,33",45.0,"6044,85",15/11/2021,Piauí,Boleto Bancário,Gold Beach,Cristian,"90,9","2272,5",Alimentacao
139073,Sudeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"38,57",5.0,"192,85",13/02/2021,Minas Gerais,Cartao Crédito,Papa Léguas,Monique,"4,35","43,5",Petisco
139083,Norte,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"6,65",45.0,"299,25",31/10/2021,Tocantins,Pix,Rapid Pink,Dolores,"6,75","67,5",Petisco
139100,Sudeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"9,31",88.0,"819,28",12/10/2021,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"18,48","184,8",Petisco
139103,Sul,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"9,31",88.0,"819,28",14/02/2021,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"18,48","184,8",Petisco
139104,Norte,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"38,57",88.0,"3394,16",23/12/2021,Acre,Dinheiro,Rapid Pink,Carlos,"102,08","1020,8",Petisco
139119,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"35,91",88.0,"3160,08",4/10/2021,Paraíba,Cartao Crédito,Gold Beach,Cristina,"95,04","950,4",Petisco
139125,Sudeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"50,54",88.0,"4447,52",1/10/2021,Espírito Santo,Pix,Papa Léguas,Tereza,"133,76","1337,6",Petisco
139134,Norte,Meias esportivas para caes para ambientes internos e externos,"41,23",88.0,"3628,24",10/2/2021,Roraima,Pix,Rapid Pink,Adriana,"109,12","1091,2",Acessório
139140,Nordeste,Meias esportivas para caes para ambientes internos e externos,"43,89",5.0,"219,45",12/2/2021,Alagoas,Dinheiro,Gold Beach,Marta,"6,6",66,Acessório
139144,Nordeste,Meias esportivas para caes para ambientes internos e externos,"41,23",88.0,"3628,24",1/10/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"109,12","1091,2",Acessório
139145,Nordeste,Meias esportivas para caes para ambientes internos e externos,"41,23",45.0,"1855,35",26/08/2021,Pernambuco,Cartao Crédito,Gold Beach,Claudio,"55,8",558,Acessório
139202,Sul,Bandana Disney Mickey Fábrica Petti ,"7,98",88.0,"702,24",4/10/2021,Santa  Catarina,Dinheiro,Tree True,Vitória,"10,56","369,6",Acessório
139206,Norte,Biscoito  True Champion 300g,"29,26",88.0,"2574,88",2/10/2021,Pará,Cartao Débito,Rapid Pink,Julia,"38,72","774,4",Alimentacao
139207,Norte,Biscoito  True Champion 300g,"25,27",45.0,"1137,15",6/7/2021,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"17,1",342,Alimentacao
139209,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",30/01/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
139213,Centro Oeste,Biscoito  True Champion 300g,"34,58",88.0,"3043,04",4/10/2021,Mato Grosso do  Sul,Dinheiro,Graos Blue,Ligia,"45,76","915,2",Alimentacao
139214,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",14/06/2021,Distrito Federal,Dinheiro,Graos Blue,Lucia,"2,24","44,8",Alimentacao
139217,Nordeste,Biscoito  True Champion 300g,"26,6",88.0,"2340,8",4/10/2021,Ceará,Cartao Débito,Gold Beach,Neide,"35,2",704,Alimentacao
139219,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",23/11/2021,Paraíba,Boleto Bancário,Gold Beach,Cristina,"1,76","35,2",Alimentacao
139221,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",9/1/2021,Piauí,Cartao Crédito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
139222,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",1/3/2021,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
139225,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",3/5/2021,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
139226,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",29/12/2021,Paraná,Boleto Bancário,Tree True,Beatriz,"1,28","25,6",Alimentacao
139228,Sul,Biscoito  True Champion 300g,"23,94",88.0,"2106,72",14/02/2021,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"31,68","633,6",Alimentacao
139233,Norte,Bola Pet Vinil Big Blue,"23,94",88.0,"2106,72",16/02/2021,Tocantins,Cartao Débito,Rapid Pink,Dolores,"31,68","633,6",Brinquedo
139237,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",4/8/2021,Mato Grosso,Dinheiro,Graos Blue,Andressa,"1,52","30,4",Brinquedo
139244,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",23/10/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Brinquedo
139246,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",23/01/2021,Piauí,Dinheiro,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
139250,Sudeste,Bola Pet Vinil Big Blue,"25,27",88.0,"2223,76",3/10/2021,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,"33,44","668,8",Brinquedo
139253,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",8/2/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"1,6",32,Brinquedo
139269,Nordeste,Cama média almofadada Pity,"73,15",45.0,"3291,75",17/08/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"24,75",1485,Acessório
139273,Sudeste,Cama média almofadada Pity,"79,8",88.0,"7022,4",23/12/2021,Minas Gerais,Dinheiro,Papa Léguas,Monique,"52,8",3168,Acessório
139275,Sudeste,Cama média almofadada Pity,"66,5",5.0,"332,5",10/10/2021,Espírito Santo,Cartao Débito,Papa Léguas,Tereza,"2,5",150,Acessório
139285,Norte,Penas Gatito,"21,28",88.0,"1872,64",4/10/2021,Amazonas,Pix,Rapid Pink,Silvia,"14,08","1013,76",Brinquedo
139331,Norte,Roupa para Gato Petti,"46,55",45.0,"2094,75",13/06/2021,Pará,Cartao Débito,Rapid Pink,Julia,"47,25",819,Acessório
139344,Nordeste,Roupa para Gato Petti,"54,53",5.0,"272,65",13/02/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"6,15","106,6",Acessório
139354,Norte,Roupa para Cao Billaboard,"47,88",88.0,"4213,44",1/10/2021,Acre,Cartao Débito,Rapid Pink,Carlos,"95,04","1742,4",Acessório
139355,Norte,Roupa para Cao Billaboard,"50,54",88.0,"4447,52",4/10/2021,Amapá,Pix,Rapid Pink,Maria Linda,"100,32","1839,2",Acessório
139365,Nordeste,Roupa para Cao Billaboard,"54,53",88.0,"4798,64",11/10/2021,Alagoas,Cartao Crédito,Gold Beach,Marta,"144,32","1984,4",Acessório
139383,Norte,Vitamina E Granulado BigForce,"82,46",5.0,"412,3",17/02/2021,Tocantins,Boleto Bancário,Rapid Pink,Dolores,"12,4","170,5",Medicamento
139393,Nordeste,Vitamina E Granulado BigForce,"89,11",45.0,"4009,95",20/09/2021,Maranhao,Boleto Bancário,Gold Beach,Clarice,"120,6","1658,25",Medicamento
139416,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"385,7",88.0,"33941,6",2/10/2021,Bahia,Dinheiro,Gold Beach,Sonia,"1020,8",14036,Medicamento
139428,Sul,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"376,39",88.0,"33122,32",15/02/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"747,12","13697,2",Medicamento
139443,Nordeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"50,54",88.0,"4447,52",23/12/2021,Maranhao,Boleto Bancário,Gold Beach,Clarice,"100,32","1839,2",Medicamento
139455,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,"34,58",45.0,"1556,1",29/12/2021,Amapá,Dinheiro,Rapid Pink,Maria Linda,"35,1",936,Higiene e Limpeza
139458,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,"35,91",88.0,"3160,08",22/12/2021,Tocantins,Boleto Bancário,Rapid Pink,Dolores,"71,28","1900,8",Higiene e Limpeza
139459,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,"30,59",88.0,"2691,92",1/10/2021,Roraima,Boleto Bancário,Rapid Pink,Adriana,"60,72","1619,2",Higiene e Limpeza
139506,Norte,Kit Banho e Tosa com Escova PetShop Caopeon,"82,46",88.0,"7256,48",22/12/2021,Pará,Dinheiro,Rapid Pink,Julia,"272,8","4364,8",Higiene e Limpeza
139509,Norte,Kit Banho e Tosa com Escova PetShop Caopeon,"82,46",5.0,"412,3",21/12/2021,Roraima,Dinheiro,Rapid Pink,Adriana,"15,5",248,Higiene e Limpeza
139517,Nordeste,Kit Banho e Tosa com Escova PetShop Caopeon,"90,44",45.0,"4069,8",16/12/2021,Ceará,Boleto Bancário,Gold Beach,Neide,153,2448,Higiene e Limpeza
139524,Sudeste,Kit Banho e Tosa com Escova PetShop Caopeon,"87,78",88.0,"7724,64",10/2/2021,Rio de Janeiro,Cartao Crédito,Papa Léguas,Antonio,"290,4","4646,4",Higiene e Limpeza
139535,Norte,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"49,21",88.0,"4330,48",25/12/2021,Amazonas,Cartao Débito,Rapid Pink,Silvia,"97,68",1628,Bebedouros e Comedouros
139539,Centro Oeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"54,53",88.0,"4798,64",12/10/2021,Distrito Federal,Cartao Crédito,Graos Blue,Lucia,"108,24",1804,Bebedouros e Comedouros
139540,Nordeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"46,55",88.0,"4096,4",2/10/2021,Alagoas,Cartao Crédito,Gold Beach,Marta,"92,4",1540,Bebedouros e Comedouros
139542,Nordeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"58,52",88.0,"5149,76",15/02/2021,Ceará,Cartao Débito,Gold Beach,Neide,"116,16",1936,Bebedouros e Comedouros
139579,Norte,Racao Royal Canin Club Performance para Caes Adultos,"283,29",45.0,"12748,05",14/11/2021,Acre,Pix,Rapid Pink,Carlos,"191,7",3834,Alimentacao
139621,Sudeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","129,01",88.0,"11352,88",2/10/2021,Piauí,Boleto Bancário,Gold Beach,Cristian,"170,72",4268,Alimentacao
139629,Norte,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"53,2",88.0,"4681,6",22/12/2021,Acre,Cartao Crédito,Rapid Pink,Carlos,"70,4",1760,Alimentacao
139639,Centro Oeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"54,53",88.0,0,14/02/2021,Distrito Federal,Boleto Bancário,Graos Blue,Lucia,"72,16",1804,Alimentacao
139641,Nordeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"33,25",45.0,"1496,25",18/12/2021,Bahia,Dinheiro,Gold Beach,Sonia,"22,5","562,5",Alimentacao
139669,Nordeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"41,23",88.0,"3628,24",16/02/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"81,84","818,4",Petisco
139703,Sul,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"9,31",45.0,"418,95",21/09/2021,Rio Grande do Sul,Pix,Tree True,Vivian,"9,45","94,5",Petisco
139707,Norte,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"37,24",88.0,"3277,12",22/12/2021,Rondônia,Dinheiro,Rapid Pink,Yuri,"98,56","985,6",Petisco
139728,Sul,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"34,58",88.0,"3043,04",25/12/2021,Rio Grande do Sul,Dinheiro,Tree True,Vivian,"91,52","915,2",Petisco
139733,Norte,Meias esportivas para caes para ambientes internos e externos,"43,89",88.0,0,3/10/2021,Tocantins,Dinheiro,Rapid Pink,Dolores,"116,16","1161,6",Acessório
139746,Sudeste,Meias esportivas para caes para ambientes internos e externos,"43,89",88.0,"3862,32",25/12/2021,Piauí,Boleto Bancário,Gold Beach,Cristian,"116,16","1161,6",Acessório
139748,Sudeste,Meias esportivas para caes para ambientes internos e externos,"41,23",88.0,0,24/12/2021,Minas Gerais,Boleto Bancário,Papa Léguas,Monique,"109,12","1091,2",Acessório
139756,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,"117,04",88.0,"10299,52",22/12/2021,Pará,Boleto Bancário,Rapid Pink,Julia,"387,2","4646,4",Acessório
139765,Nordeste,Cama Coracao Coroa Pet Nest Almofada Lavável,"131,67",45.0,"5925,15",27/01/2021,Alagoas,Pix,Gold Beach,Marta,"222,75",2673,Acessório
139783,Norte,Bandana Disney Mickey Fábrica Petti ,"15,96",88.0,"1404,48",12/10/2021,Tocantins,Pix,Rapid Pink,Dolores,"21,12","739,2",Acessório
139806,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",27/05/2021,Pará,Boleto Bancário,Rapid Pink,Julia,"1,76","35,2",Alimentacao
139807,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",22/03/2021,Rondônia,Dinheiro,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
139809,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",21/10/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
139812,Centro Oeste,Biscoito  True Champion 300g,"34,58",88.0,"3043,04",16/02/2021,Mato Grosso,Boleto Bancário,Graos Blue,Andressa,"45,76","915,2",Alimentacao
139813,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",27/07/2021,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
139814,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",23/01/2021,Distrito Federal,Dinheiro,Graos Blue,Lucia,"2,24","44,8",Alimentacao
139819,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",10/7/2021,Paraíba,Boleto Bancário,Gold Beach,Cristina,"1,76","35,2",Alimentacao
139821,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",8/6/2021,Piauí,Dinheiro,Gold Beach,Cristian,"1,84","36,8",Alimentacao
139822,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",1/1/2021,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
